17:38,s306,1,1,-0.6,1,68.99996,64.99996,0,
17:39,s306,2,2,0,1,44.99998,0,1,
17:40,s306,1,3,-0.6,2,26,65.99996,1,
17:40,s306,2,4,0.6,1,75.99995,2,0,
17:41,s306,1,5,0.6,1,51.99998,34.99999,0,
17:41,s306,2,6,0.2,1,50.99998,40.99998,1,
17:42,s306,1,7,-0.6,3,87.99998,71.99995,1,
17:42,s306,2,8,-0.6,1,69.99996,69.99995,1,
17:43,s306,1,9,0.2,1,46.99998,67.99996,1,
17:44,s306,2,10,0.2,2,89.99999,89.99998,1,84.99999,25.00002,19.00003,24.00002,
17:45,s306,1,11,-0.2,1,57.99997,55.99997,1,
17:45,s306,2,12,0.4,1,69.99996,66.99996,1,
17:46,s306,1,13,0.2,2,86.99998,85.99997,1,
17:46,s306,2,14,0.6,2,62.99997,77.99995,0,
17:51,s306,1,15,0,1,79.99995,68.99995,1,
17:51,s306,2,16,-0.2,1,58.99997,57.99997,0,
17:52,s306,1,17,0.2,3,90.99999,88.99998,1,
17:53,s306,2,18,-0.2,2,51.99998,63.99996,1,
17:53,s306,1,19,-0.4,1,94.00001,97.00001,1,
17:54,s306,2,20,-0.2,3,78.99995,71.99995,0,71.99998,70.99998,22.00003,26.00002,
17:55,s306,1,21,-0.6,4,53.99998,73.99995,0,
17:55,s306,2,22,0,2,60.99997,65.99996,1,
17:56,s306,1,23,-0.2,2,54.99998,64.99996,1,
17:57,s306,2,24,0,3,71.99996,72.99995,1,
17:57,s306,1,25,0.2,4,63.99997,57.99997,1,
17:58,s306,2,26,0.6,3,62.99997,64.99996,0,
17:58,s306,1,27,0.2,5,69.99996,62.99996,1,
17:59,s306,2,28,0.2,3,47.99998,63.99996,1,
18:3,s306,1,29,-0.4,2,96.00002,87.99997,1,
18:4,s306,2,30,-0.4,1,58.99997,64.99996,0,13.00003,67.99998,29.00002,25.00002,
18:4,s306,1,31,-0.6,5,60.99997,89.99998,0,
18:5,s306,2,32,-0.4,2,67.99996,61.99997,1,
18:6,s306,1,33,0,2,99,97.99999,1,
18:6,s306,2,34,-0.4,3,88.99998,75.99995,1,
18:7,s306,1,35,0.4,1,83.99997,69.99995,0,
18:7,s306,2,36,-0.4,4,66.99996,68.99995,0,
18:8,s306,1,37,-0.4,3,96.00002,87.99997,0,
18:9,s306,2,38,-0.6,2,36.99999,32.99999,0,
18:9,s306,1,39,0.4,2,77.99995,68.99995,1,
18:10,s306,2,40,0.2,4,53.99998,71.99995,1,63.99998,70.99998,39.00001,70.99998,
18:11,s306,1,41,-0.2,3,80.99995,88.99998,1,
18:11,s306,2,42,-0.6,3,89.99999,84.99996,0,
18:17,s306,1,43,0.6,2,74.99995,74.99995,0,
18:17,s306,2,44,0.4,2,80.99995,83.99995,0,
18:18,s306,1,45,0.4,3,53.99998,70.99995,1,
18:18,s306,2,46,0.6,4,64.99997,61.99997,0,
18:19,s306,1,47,0.6,3,52.99998,63.99996,0,
18:20,s306,2,48,0.4,3,63.99997,60.99997,1,
18:20,s306,1,49,0,3,60.99997,65.99996,1,
18:21,s306,2,50,-0.2,4,65.99997,90.99998,1,32.00002,41.00001,33.00002,64.99998,
18:22,s306,1,51,0.6,4,84.99997,97.99999,0,
18:22,s306,2,52,-0.2,5,49.99998,69.99995,1,
18:23,s306,1,53,0.4,4,55.99998,53.99997,0,
18:23,s306,2,54,-0.4,5,42.99999,59.99997,0,
18:24,s306,1,55,0.4,5,68.99996,67.99996,0,
18:25,s306,2,56,0,4,59.99997,61.99997,1,
18:30,s306,1,57,-0.4,4,75.99995,84.99996,1,
18:31,s306,2,58,0.4,4,80.99995,64.99996,1,
18:31,s306,1,59,0,4,92,84.99996,1,
18:32,s306,2,60,0.2,5,82.99996,76.99995,1,67.99998,58.99999,64.99998,58.99999,
18:33,s306,1,61,-0.2,4,53.99998,69.99995,1,
18:33,s306,2,62,0.6,5,71.99996,73.99995,0,
18:34,s306,1,63,-0.4,5,66.99996,81.99995,0,
18:34,s306,2,64,-0.6,4,68.99996,77.99995,0,
18:35,s306,1,65,0.6,5,58.99997,59.99997,0,
18:35,s306,2,66,-0.6,5,46.99998,60.99997,0,
18:36,s306,1,67,0,5,78.99995,91.99998,1,
18:36,s306,2,68,0,5,70.99996,80.99995,1,
18:37,s306,1,69,-0.2,5,73.99995,51.99997,1,
18:38,s306,2,70,0.4,5,46.99998,60.99997,0,59.99999,60.99999,37.00001,67.99998,
