14:41,s305,1,1,-0.6,1,35,17,1,
14:42,s305,2,2,0,1,40.99999,24,1,
14:42,s305,1,3,-0.6,2,35.99999,18,1,
14:43,s305,2,4,0.6,1,36.99999,22,0,
14:44,s305,1,5,0.6,1,37.99999,24,0,
14:44,s305,2,6,0.2,1,34,17,1,
14:45,s305,1,7,-0.6,3,36.99999,19,0,
14:46,s305,2,8,-0.6,1,38.99999,18,0,
14:46,s305,1,9,0.2,1,38.99999,20,0,
14:48,s305,2,10,0.2,2,38.99999,20,0,63.99998,63.99998,0,0,
14:48,s305,1,11,-0.2,1,41.99999,20,1,
14:49,s305,2,12,0.4,1,37.99999,21,0,
14:49,s305,1,13,0.2,2,37.99999,20,1,
14:50,s305,2,14,0.6,2,40.99999,20,0,
14:54,s305,1,15,0,1,38.99999,17,1,
14:54,s305,2,16,-0.2,1,37.99999,24,1,
14:55,s305,1,17,0.2,3,40.99999,20,0,
14:55,s305,2,18,-0.2,2,37.99999,20,0,
14:56,s305,1,19,-0.4,1,37.99999,20,1,
14:57,s305,2,20,-0.2,3,38.99999,19,1,66.99998,28.00002,0,0,
14:57,s305,1,21,-0.6,4,39.99999,21,0,
14:58,s305,2,22,0,2,39.99999,22,1,
14:59,s305,1,23,-0.2,2,38.99999,22,1,
14:59,s305,2,24,0,3,40.99999,21,1,
15:0,s305,1,25,0.2,4,41.99999,23,1,
15:0,s305,2,26,0.6,3,39.99999,18,0,
15:1,s305,1,27,0.2,5,37.99999,25,1,
15:1,s305,2,28,0.2,3,41.99999,20,0,
15:6,s305,1,29,-0.4,2,37.99999,20,1,
15:6,s305,2,30,-0.4,1,38.99999,23,0,68.99998,73.99998,0,0,
15:7,s305,1,31,-0.6,5,37.99999,19,1,
15:7,s305,2,32,-0.4,2,38.99999,18,0,
15:8,s305,1,33,0,2,38.99999,19,0,
15:8,s305,2,34,-0.4,3,41.99999,22,0,
15:9,s305,1,35,0.4,1,35.99999,20,1,
15:10,s305,2,36,-0.4,4,37.99999,20,0,
15:10,s305,1,37,-0.4,3,37.99999,17,1,
15:11,s305,2,38,-0.6,2,39.99999,22,1,
15:11,s305,1,39,0.4,2,35,17,0,
15:12,s305,2,40,0.2,4,35,19,0,70.99998,71.99998,0,0,
15:12,s305,1,41,-0.2,3,35,20,1,
15:13,s305,2,42,-0.6,3,43.99998,24,0,
15:17,s305,1,43,0.6,2,38.99999,22,0,
15:18,s305,2,44,0.4,2,41.99999,22,1,
15:18,s305,1,45,0.4,3,36.99999,18,1,
15:19,s305,2,46,0.6,4,39.99999,18,0,
15:19,s305,1,47,0.6,3,35.99999,20,1,
15:20,s305,2,48,0.4,3,36.99999,18,0,
15:20,s305,1,49,0,3,34,17,1,
15:21,s305,2,50,-0.2,4,35,22,0,66.99998,70.99998,0,0,
15:21,s305,1,51,0.6,4,35,25,0,
15:22,s305,2,52,-0.2,5,37.99999,21,0,
15:22,s305,1,53,0.4,4,36.99999,19,0,
15:23,s305,2,54,-0.4,5,35,21,1,
15:23,s305,1,55,0.4,5,34,20,0,
15:24,s305,2,56,0,4,37.99999,18,1,
15:28,s305,1,57,-0.4,4,34,17,1,
15:29,s305,2,58,0.4,4,39.99999,20,0,
15:29,s305,1,59,0,4,40.99999,20,1,
15:30,s305,2,60,0.2,5,39.99999,23,1,72.99998,69.99998,0,0,
15:30,s305,1,61,-0.2,4,35,20,1,
15:31,s305,2,62,0.6,5,37.99999,21,0,
15:31,s305,1,63,-0.4,5,35.99999,20,1,
15:32,s305,2,64,-0.6,4,36.99999,27.99999,0,
15:32,s305,1,65,0.6,5,35,20,0,
15:33,s305,2,66,-0.6,5,40.99999,19,0,
15:33,s305,1,67,0,5,35,22,1,
15:34,s305,2,68,0,5,36.99999,21,1,
15:34,s305,1,69,-0.2,5,36.99999,22,1,
15:35,s305,2,70,0.4,5,35.99999,19,0,70.99998,70.99998,0,0,
